Restaurant ID,Restaurant Name,City,State,Owner Name,Veg or Non-Veg
RES0750,Spicy Treat 750,Kochi,Kerala,Deepak Agarwal,Non-Veg
RES0751,Punjabi Dhaba 751,Nashik,Maharashtra,Anil Sharma,Veg
RES0752,Mirchi Masala 752,Gaya,Bihar,Vikram Mehta,Both
RES0753,Chole Bhature Corner 753,Vijayawada,Andhra Pradesh,Anita Singh,Veg
RES0754,Tandoor Treats 754,Varanasi,Uttar Pradesh,Neha Pandey,Non-Veg
RES0755,Shahi Zayka 755,Pune,Maharashtra,Anita Singh,Veg
RES0756,Paneer Paradise 756,Coimbatore,Tamil Nadu,Rita Kapoor,Veg
RES0757,Tikka Nation 757,Kolkata,West Bengal,Anil Sharma,Non-Veg
RES0758,Urban Curry House 758,Nagpur,Maharashtra,Anita Singh,Both
RES0759,South Indian Spice 759,Hubli,Karnataka,Pooja Verma,Veg
RES0760,Biryani Hub 760,Varanasi,Uttar Pradesh,Pooja Verma,Veg
RES0761,The Kebab Factory 761,Visakhapatnam,Andhra Pradesh,Pooja Verma,Non-Veg
RES0762,Mughlai Feast 762,Mumbai,Maharashtra,Rita Kapoor,Veg
RES0763,Saravana Bhavan 763,Visakhapatnam,Andhra Pradesh,Sanjay Rao,Veg
RES0764,Gravy Villa 764,New Delhi,Delhi,Anil Sharma,Both
RES0765,Gravy Villa 765,Kota,Rajasthan,Anil Sharma,Non-Veg
RES0766,The Veggie Delight 766,Hubli,Karnataka,Rita Kapoor,Non-Veg
RES0767,Taste Buds 767,Mysore,Karnataka,Anil Sharma,Non-Veg
RES0768,Royal Dine 768,Vadodara,Gujarat,Rajesh Kumar,Non-Veg
RES0769,Mirchi Masala 769,New Delhi,Delhi,Suresh Gupta,Veg
RES0770,Spice Junction 770,New Delhi,Delhi,Suresh Gupta,Both
RES0771,Bombay Bites 771,Agra,Uttar Pradesh,Anil Sharma,Veg
RES0772,Annapurna Bhavan 772,Kanpur,Uttar Pradesh,Neha Pandey,Non-Veg
RES0773,Rajma Roti 773,Kota,Rajasthan,Pooja Verma,Non-Veg
RES0774,Chole Bhature Corner 774,Lucknow,Uttar Pradesh,Vikram Mehta,Veg
RES0775,Annapurna Bhavan 775,Hubli,Karnataka,Rajesh Kumar,Both
RES0776,The Curry House 776,New Delhi,Delhi,Anita Singh,Veg
RES0777,Spice Junction 777,Ahmedabad,Gujarat,Sanjay Rao,Non-Veg
RES0778,Biryani Junction 778,Nagpur,Maharashtra,Rajesh Kumar,Non-Veg
RES0779,Chopsticks & Curry 779,Kota,Rajasthan,Neha Pandey,Both
RES0780,The Curry Pot 780,Ludhiana,Punjab,Deepak Agarwal,Non-Veg
RES0781,Mirchi Masala 781,Chennai,Tamil Nadu,Pooja Verma,Non-Veg
RES0782,Pind Punjab 782,Warangal,Telangana,Neha Pandey,Both
RES0783,Zaika 783,Rajkot,Gujarat,Anita Singh,Veg
RES0784,Biryani Hub 784,Kochi,Kerala,Rita Kapoor,Non-Veg
RES0785,Swaad Sagar 785,Tiruchirappalli,Tamil Nadu,Anil Sharma,Both
RES0786,Flavours of Punjab 786,Mangalore,Karnataka,Anita Singh,Non-Veg
RES0787,Indian Masala 787,Coimbatore,Tamil Nadu,Pooja Verma,Non-Veg
RES0788,Spicy Treat 788,Bhagalpur,Bihar,Sanjay Rao,Veg
RES0789,The Veggie Delight 789,Durgapur,West Bengal,Deepak Agarwal,Veg
RES0790,The Curry House 790,Howrah,West Bengal,Anil Sharma,Veg
RES0791,Chopsticks & Curry 791,Patna,Bihar,Sanjay Rao,Non-Veg
RES0792,The Veggie Delight 792,New Delhi,Delhi,Suresh Gupta,Veg
RES0793,The Kebab Factory 793,Mysore,Karnataka,Suresh Gupta,Both
RES0794,Annapurna Bhavan 794,Bangalore,Karnataka,Deepak Agarwal,Non-Veg
RES0795,Thali Palace 795,Madurai,Tamil Nadu,Vikram Mehta,Both
RES0796,Punjabi Dhaba 796,Kanpur,Uttar Pradesh,Suresh Gupta,Both
RES0797,Flavours of Punjab 797,Thrissur,Kerala,Vikram Mehta,Non-Veg
RES0798,Curry Cafe 798,Mangalore,Karnataka,Sanjay Rao,Both
RES0799,Kebab Kulture 799,Hubli,Karnataka,Pooja Verma,Veg
RES0800,Southern Flavours 800,Agra,Uttar Pradesh,Deepak Agarwal,Both
RES0801,Swaad Sagar 801,Kochi,Kerala,Neha Pandey,Non-Veg
RES0802,Indian Masala 802,Mysore,Karnataka,Pooja Verma,Veg
RES0803,Rajma Roti 803,Patna,Bihar,Anita Singh,Non-Veg
RES0804,Taste of India 804,Varanasi,Uttar Pradesh,Suresh Gupta,Non-Veg
RES0805,Bistro India 805,Bhagalpur,Bihar,Anita Singh,Non-Veg
RES0806,Chole Bhature Corner 806,Muzaffarpur,Bihar,Pooja Verma,Non-Veg
RES0807,Bistro India 807,Tiruchirappalli,Tamil Nadu,Neha Pandey,Both
RES0808,Chaat Bazaar 808,Siliguri,West Bengal,Anita Singh,Non-Veg
RES0809,Flavours of Punjab 809,Thrissur,Kerala,Sanjay Rao,Both
RES0810,Pind Punjab 810,Vadodara,Gujarat,Deepak Agarwal,Both
RES0811,Bombay Masala 811,Siliguri,West Bengal,Rajesh Kumar,Both
RES0812,Grill & Curry 812,Pune,Maharashtra,Anil Sharma,Non-Veg
RES0813,Royal Rasoi 813,Udaipur,Rajasthan,Deepak Agarwal,Non-Veg
RES0814,Royal Dine 814,Muzaffarpur,Bihar,Neha Pandey,Both
RES0815,Paneer Paradise 815,Thrissur,Kerala,Sanjay Rao,Non-Veg
RES0816,Flavours of Punjab 816,Lucknow,Uttar Pradesh,Rita Kapoor,Non-Veg
RES0817,Biryani Bowl 817,Nagpur,Maharashtra,Suresh Gupta,Both
RES0818,Tandoori House 818,Patna,Bihar,Deepak Agarwal,Both
RES0819,Bistro India 819,Nellore,Andhra Pradesh,Sanjay Rao,Both
RES0820,Chaat House 820,Pune,Maharashtra,Deepak Agarwal,Non-Veg
RES0821,Mirchi Masala 821,Vijayawada,Andhra Pradesh,Rajesh Kumar,Both
RES0822,Saravana Bhavan 822,Guntur,Andhra Pradesh,Rajesh Kumar,Both
RES0823,Royal Dine 823,Nashik,Maharashtra,Rita Kapoor,Non-Veg
RES0824,The Veggie Delight 824,Nizamabad,Telangana,Neha Pandey,Non-Veg
RES0825,Bombay Bites 825,Amritsar,Punjab,Deepak Agarwal,Both
RES0826,Thali Palace 826,Rajkot,Gujarat,Pooja Verma,Both
RES0827,Biryani Junction 827,Madurai,Tamil Nadu,Anita Singh,Both
RES0828,The Veggie Delight 828,New Delhi,Delhi,Suresh Gupta,Non-Veg
RES0829,Desi Bites 829,Udaipur,Rajasthan,Deepak Agarwal,Both
RES0830,Masala Magic 830,Jaipur,Rajasthan,Pooja Verma,Non-Veg
RES0831,Flavours of Punjab 831,Vadodara,Gujarat,Rita Kapoor,Both
RES0832,Indian Masala 832,Jodhpur,Rajasthan,Deepak Agarwal,Non-Veg
RES0833,Spice Junction 833,Hyderabad,Telangana,Sanjay Rao,Both
RES0834,Pind Punjab 834,Mumbai,Maharashtra,Rajesh Kumar,Both
RES0835,Dilli Spice 835,New Delhi,Delhi,Pooja Verma,Veg
RES0836,Tandoor Treats 836,Tiruchirappalli,Tamil Nadu,Vikram Mehta,Veg
RES0837,Grill & Curry 837,Agra,Uttar Pradesh,Rajesh Kumar,Veg
RES0838,Saffron Spice 838,Kanpur,Uttar Pradesh,Pooja Verma,Both
RES0839,Tandoori Flames 839,Varanasi,Uttar Pradesh,Anil Sharma,Both
RES0840,Shahi Zayka 840,Patna,Bihar,Suresh Gupta,Veg
RES0841,The Curry Pot 841,Madurai,Tamil Nadu,Pooja Verma,Both
RES0842,Shahi Zayka 842,Patiala,Punjab,Rajesh Kumar,Both
RES0843,Annapurna Bhavan 843,New Delhi,Delhi,Neha Pandey,Both
RES0844,Saravana Bhavan 844,Warangal,Telangana,Rita Kapoor,Non-Veg
RES0845,Punjabi Dhaba 845,Thrissur,Kerala,Rajesh Kumar,Non-Veg
RES0846,Chopsticks & Curry 846,Nashik,Maharashtra,Rajesh Kumar,Both
RES0847,The Curry Pot 847,Pune,Maharashtra,Anita Singh,Veg
RES0848,Annapurna Bhavan 848,Rajkot,Gujarat,Rajesh Kumar,Non-Veg
RES0849,Urban Curry House 849,Kozhikode,Kerala,Neha Pandey,Both
RES0850,Kebab Kulture 850,Amritsar,Punjab,Deepak Agarwal,Both
RES0851,Spicy Treat 851,New Delhi,Delhi,Deepak Agarwal,Veg
RES0852,Biryani Junction 852,Thrissur,Kerala,Vikram Mehta,Both
RES0853,Shahi Zayka 853,Patna,Bihar,Anita Singh,Veg
RES0854,Urban Curry House 854,Siliguri,West Bengal,Deepak Agarwal,Non-Veg
RES0855,Annapurna Bhavan 855,Surat,Gujarat,Pooja Verma,Non-Veg
RES0856,Rasoi Royale 856,Pune,Maharashtra,Anil Sharma,Veg
RES0857,Veggie Hut 857,Durgapur,West Bengal,Anita Singh,Non-Veg
RES0858,Dosa Corner 858,New Delhi,Delhi,Deepak Agarwal,Both
RES0859,Annapurna Bhavan 859,Udaipur,Rajasthan,Rajesh Kumar,Veg
RES0860,Grill & Curry 860,Khammam,Telangana,Rita Kapoor,Non-Veg
RES0861,The Kebab Factory 861,Chennai,Tamil Nadu,Rita Kapoor,Both
RES0862,Southern Flavours 862,Muzaffarpur,Bihar,Pooja Verma,Both
RES0863,Thali Palace 863,Khammam,Telangana,Anil Sharma,Non-Veg
RES0864,Tikka Nation 864,Jalandhar,Punjab,Anita Singh,Non-Veg
RES0865,Chole Bhature Corner 865,Mysore,Karnataka,Neha Pandey,Veg
RES0866,Dilli Darbar 866,Chennai,Tamil Nadu,Vikram Mehta,Both
RES0867,Paneer Paradise 867,Kota,Rajasthan,Pooja Verma,Both
RES0868,Dilli Spice 868,Jaipur,Rajasthan,Vikram Mehta,Non-Veg
RES0869,Chaat Bazaar 869,Ahmedabad,Gujarat,Rajesh Kumar,Non-Veg
RES0870,Biryani Junction 870,Kozhikode,Kerala,Sanjay Rao,Veg
RES0871,Masala Magic 871,Udaipur,Rajasthan,Anil Sharma,Veg
RES0872,Desi Bites 872,Surat,Gujarat,Vikram Mehta,Veg
RES0873,Annapurna Bhavan 873,Muzaffarpur,Bihar,Anita Singh,Non-Veg
RES0874,The Veggie Delight 874,Mumbai,Maharashtra,Suresh Gupta,Veg
RES0875,Spicy Treat 875,Gaya,Bihar,Anita Singh,Non-Veg
RES0876,Kebab Kulture 876,Bangalore,Karnataka,Rajesh Kumar,Veg
RES0877,Saffron Spice 877,Pune,Maharashtra,Rita Kapoor,Both
RES0878,Kebab Kulture 878,Surat,Gujarat,Anil Sharma,Veg
RES0879,Urban Curry House 879,Mumbai,Maharashtra,Pooja Verma,Veg
RES0880,Pind Punjab 880,Ahmedabad,Gujarat,Suresh Gupta,Veg
RES0881,The Curry Pot 881,Patiala,Punjab,Anil Sharma,Non-Veg
RES0882,Thali Palace 882,Vijayawada,Andhra Pradesh,Suresh Gupta,Non-Veg
RES0883,Rajma Roti 883,Rajkot,Gujarat,Pooja Verma,Veg
RES0884,Chole Bhature Corner 884,Mumbai,Maharashtra,Rajesh Kumar,Both
RES0885,Tandoori Flames 885,Mysore,Karnataka,Anita Singh,Veg
RES0886,Curry Cafe 886,Mumbai,Maharashtra,Pooja Verma,Non-Veg
RES0887,Gravy Villa 887,Tiruchirappalli,Tamil Nadu,Rajesh Kumar,Both
RES0888,Rasoi Royale 888,Jaipur,Rajasthan,Rita Kapoor,Veg
RES0889,Dilli Darbar 889,Pune,Maharashtra,Sanjay Rao,Non-Veg
RES0890,Pind Punjab 890,Surat,Gujarat,Rita Kapoor,Veg
RES0891,Dosa Corner 891,Muzaffarpur,Bihar,Pooja Verma,Both
RES0892,The Kebab Factory 892,Nellore,Andhra Pradesh,Rita Kapoor,Both
RES0893,Chaat House 893,Patiala,Punjab,Anil Sharma,Veg
RES0894,Chaat Bazaar 894,Jalandhar,Punjab,Rita Kapoor,Non-Veg
RES0895,Spicy Treat 895,Jaipur,Rajasthan,Rajesh Kumar,Veg
RES0896,Royal Rasoi 896,New Delhi,Delhi,Anita Singh,Non-Veg
RES0897,Indian Masala 897,Ahmedabad,Gujarat,Suresh Gupta,Both
RES0898,Rajasthan Royals 898,New Delhi,Delhi,Suresh Gupta,Non-Veg
RES0899,Grill & Curry 899,Lucknow,Uttar Pradesh,Sanjay Rao,Both
RES0900,Bombay Bites 900,Hyderabad,Telangana,Rajesh Kumar,Both
RES0901,Bombay Masala 901,Howrah,West Bengal,Sanjay Rao,Both
RES0902,Mirchi Masala 902,Muzaffarpur,Bihar,Neha Pandey,Non-Veg
RES0903,Biryani Junction 903,Jalandhar,Punjab,Vikram Mehta,Non-Veg
RES0904,Thali Palace 904,Bangalore,Karnataka,Vikram Mehta,Both
RES0905,Tandoor Treats 905,Coimbatore,Tamil Nadu,Pooja Verma,Non-Veg
RES0906,Zaika 906,Nizamabad,Telangana,Deepak Agarwal,Non-Veg
RES0907,Masala Magic 907,Muzaffarpur,Bihar,Anita Singh,Veg
RES0908,Flavours of Punjab 908,Patiala,Punjab,Vikram Mehta,Veg
RES0909,Annapurna Bhavan 909,Udaipur,Rajasthan,Rajesh Kumar,Both
RES0910,Desi Bites 910,Madurai,Tamil Nadu,Pooja Verma,Both
RES0911,The Kebab Factory 911,Durgapur,West Bengal,Suresh Gupta,Non-Veg
RES0912,Chaat House 912,Amritsar,Punjab,Pooja Verma,Both
RES0913,Punjabi Dhaba 913,Patna,Bihar,Rajesh Kumar,Veg
RES0914,Biryani Hub 914,Agra,Uttar Pradesh,Suresh Gupta,Non-Veg
RES0915,Veggie Hut 915,Vadodara,Gujarat,Anita Singh,Veg
RES0916,Indian Masala 916,Varanasi,Uttar Pradesh,Vikram Mehta,Both
RES0917,The Kebab Factory 917,Kanpur,Uttar Pradesh,Deepak Agarwal,Both
RES0918,Chaat House 918,Warangal,Telangana,Pooja Verma,Non-Veg
RES0919,Gravy Villa 919,Rajkot,Gujarat,Rajesh Kumar,Non-Veg
RES0920,Grill & Curry 920,Patna,Bihar,Suresh Gupta,Both
RES0921,Chopsticks & Curry 921,Mumbai,Maharashtra,Pooja Verma,Non-Veg
RES0922,Dilli Darbar 922,Jalandhar,Punjab,Anita Singh,Veg
RES0923,Dilli Spice 923,Jodhpur,Rajasthan,Pooja Verma,Both
RES0924,Royal Dine 924,New Delhi,Delhi,Vikram Mehta,Both
RES0925,Desi Bites 925,New Delhi,Delhi,Anita Singh,Both
RES0926,Tikka Nation 926,Bangalore,Karnataka,Vikram Mehta,Veg
RES0927,Gravy Villa 927,Hubli,Karnataka,Anita Singh,Veg
RES0928,Saravana Bhavan 928,Bangalore,Karnataka,Anil Sharma,Veg
RES0929,Masala Magic 929,Coimbatore,Tamil Nadu,Pooja Verma,Both
RES0930,Rasoi Royale 930,Warangal,Telangana,Rita Kapoor,Both
RES0931,Mughlai Feast 931,New Delhi,Delhi,Vikram Mehta,Veg
RES0932,Chaat Bazaar 932,Jaipur,Rajasthan,Sanjay Rao,Both
RES0933,Saravana Bhavan 933,New Delhi,Delhi,Sanjay Rao,Both
RES0934,Tandoori Flames 934,Patna,Bihar,Pooja Verma,Both
RES0935,Nizam’s Feast 935,New Delhi,Delhi,Suresh Gupta,Both
RES0936,Dilli Spice 936,Hubli,Karnataka,Rita Kapoor,Non-Veg
RES0937,Royal Dine 937,Gaya,Bihar,Sanjay Rao,Veg
RES0938,Taste of India 938,Ahmedabad,Gujarat,Anita Singh,Non-Veg
RES0939,The Kebab Factory 939,Nellore,Andhra Pradesh,Deepak Agarwal,Non-Veg
RES0940,Kebab Kulture 940,Nashik,Maharashtra,Rita Kapoor,Non-Veg
RES0941,Annapurna Bhavan 941,Kota,Rajasthan,Vikram Mehta,Non-Veg
RES0942,Mughlai Feast 942,Chennai,Tamil Nadu,Sanjay Rao,Non-Veg
RES0943,Saravana Bhavan 943,Siliguri,West Bengal,Anita Singh,Non-Veg
RES0944,Bistro India 944,New Delhi,Delhi,Anita Singh,Non-Veg
RES0945,Biryani Hub 945,Coimbatore,Tamil Nadu,Rajesh Kumar,Veg
RES0946,Mughlai Feast 946,Ahmedabad,Gujarat,Anita Singh,Both
RES0947,Gravy Villa 947,Amritsar,Punjab,Neha Pandey,Both
RES0948,Zaika 948,Visakhapatnam,Andhra Pradesh,Vikram Mehta,Both
RES0949,Pind Punjab 949,Howrah,West Bengal,Anil Sharma,Both
RES0950,Swaad Sagar 950,Amritsar,Punjab,Suresh Gupta,Both
RES0951,Mirchi Masala 951,New Delhi,Delhi,Vikram Mehta,Veg
RES0952,Pind Punjab 952,Kolkata,West Bengal,Deepak Agarwal,Both
RES0953,Tandoori House 953,Madurai,Tamil Nadu,Sanjay Rao,Both
RES0954,Biryani Bowl 954,Ludhiana,Punjab,Rajesh Kumar,Both
RES0955,Saravana Bhavan 955,Kota,Rajasthan,Rita Kapoor,Veg
RES0956,Gravy Villa 956,Mumbai,Maharashtra,Pooja Verma,Non-Veg
RES0957,Biryani Hub 957,Vadodara,Gujarat,Rajesh Kumar,Non-Veg
RES0958,Nizam’s Feast 958,Madurai,Tamil Nadu,Vikram Mehta,Veg
RES0959,Rajasthan Royals 959,Khammam,Telangana,Neha Pandey,Veg
RES0960,Biryani Bowl 960,Kochi,Kerala,Rajesh Kumar,Both
RES0961,Flavours of Punjab 961,Jaipur,Rajasthan,Rajesh Kumar,Veg
RES0962,Rasoi Royale 962,Durgapur,West Bengal,Neha Pandey,Veg
RES0963,Tandoori House 963,Madurai,Tamil Nadu,Rajesh Kumar,Veg
RES0964,Masala Magic 964,Kozhikode,Kerala,Rita Kapoor,Veg
RES0965,Rasoi Royale 965,Patna,Bihar,Pooja Verma,Veg
RES0966,Bombay Masala 966,Thrissur,Kerala,Pooja Verma,Both
RES0967,Bombay Bites 967,Gaya,Bihar,Rajesh Kumar,Veg
RES0968,Dilli Spice 968,Tiruchirappalli,Tamil Nadu,Pooja Verma,Non-Veg
RES0969,Spice Junction 969,Kolkata,West Bengal,Deepak Agarwal,Both
RES0970,Spice Junction 970,Bhagalpur,Bihar,Neha Pandey,Both
RES0971,Chopsticks & Curry 971,New Delhi,Delhi,Sanjay Rao,Veg
RES0972,Chaat House 972,New Delhi,Delhi,Rita Kapoor,Veg
RES0973,Southern Flavours 973,Nizamabad,Telangana,Rita Kapoor,Both
RES0974,Tandoori House 974,Mangalore,Karnataka,Vikram Mehta,Non-Veg
RES0975,Biryani Hub 975,Agra,Uttar Pradesh,Rita Kapoor,Non-Veg
RES0976,Dilli Darbar 976,Howrah,West Bengal,Rajesh Kumar,Non-Veg
RES0977,Curry Cafe 977,Howrah,West Bengal,Pooja Verma,Both
RES0978,Tandoor Treats 978,Hyderabad,Telangana,Pooja Verma,Veg
RES0979,Taste Buds 979,Lucknow,Uttar Pradesh,Suresh Gupta,Non-Veg
RES0980,Gravy Villa 980,New Delhi,Delhi,Anita Singh,Veg
RES0981,Tandoor Treats 981,Howrah,West Bengal,Sanjay Rao,Both
RES0982,The Veggie Delight 982,Ahmedabad,Gujarat,Pooja Verma,Both
RES0983,Spicy Treat 983,Nashik,Maharashtra,Vikram Mehta,Both
RES0984,Nizam’s Feast 984,Hubli,Karnataka,Anil Sharma,Both
RES0985,Saravana Bhavan 985,Durgapur,West Bengal,Anita Singh,Veg
RES0986,Biryani Hub 986,Chennai,Tamil Nadu,Anita Singh,Non-Veg
RES0987,Indian Masala 987,Mangalore,Karnataka,Rajesh Kumar,Veg
RES0988,Biryani Bowl 988,New Delhi,Delhi,Sanjay Rao,Non-Veg
RES0989,Saravana Bhavan 989,Jodhpur,Rajasthan,Sanjay Rao,Non-Veg
RES0990,Rajma Roti 990,Lucknow,Uttar Pradesh,Anil Sharma,Both
RES0991,Chole Bhature Corner 991,Visakhapatnam,Andhra Pradesh,Suresh Gupta,Non-Veg
RES0992,Dilli Spice 992,Nagpur,Maharashtra,Deepak Agarwal,Veg
RES0993,Bistro India 993,Amritsar,Punjab,Anil Sharma,Veg
RES0994,Chaat Bazaar 994,New Delhi,Delhi,Pooja Verma,Both
RES0995,Chaat House 995,Warangal,Telangana,Sanjay Rao,Veg
RES0996,Bombay Bites 996,Vadodara,Gujarat,Sanjay Rao,Both
RES0997,Punjabi Dhaba 997,Hubli,Karnataka,Deepak Agarwal,Veg
RES0998,Chaat Bazaar 998,Vadodara,Gujarat,Suresh Gupta,Veg
RES0999,Biryani Hub 999,New Delhi,Delhi,Rajesh Kumar,Both
RES1000,Saffron Spice 1000,Guntur,Andhra Pradesh,Rita Kapoor,Non-Veg
